Yr-M-D,Mon-Yr,CA,Alameda,Amador,Butte,Calaveras,Contra-Costa,Del Norte,El Dorado,Fresno,Glenn,Humboldt,Kern,Kings,Lake,Lassen,Los Angeles,Madera,Marin,Mariposa,Mendocino,Merced,Mono,Monterey,Napa,Nevada,Orange,Placer,Plumas,Riverside,Sacramento,San Benito,San Bernardino,San Diego,San Francisco,San Joaquin,San Luis Obispo,San Mateo,Santa Barbara,Santa Clara,Santa Cruz,Shasta,Siskiyou,Solano,Sonoma,Stanislaus,Sutter,Tehama,Trinity,Tulare,Tuolumne,Ventura,Yolo,Yuba,,Condo,LA Metro,Central Coast,Central Valley,Far North,Inland Empire,S.F. Bay Area,SoCal
1990-01-01,Jan-90,"194,952.00","226,148.90",NA,"102,142.75",NA,NA,NA,NA,"82,083.13",NA,"79,641.89","85,892.00",NA,NA,NA,"215,337.93",NA,"346,153.00",NA,"140,000.00","83,889.00","93,291.00","233,333.00","178,888.00",NA,"231,273.89","182,220.00",NA,"136,832.04","123,000.00",NA,"128,806.00","180,484.00","287,499.00","105,000.00","227,522.36",NA,"273,071.29","271,840.00","250,000.00",NA,NA,NA,"174,022.00",NA,NA,NA,NA,"86,999.30",NA,"250,410.00",NA,NA,,"141,519.00","203,389.54",NA,NA,NA,NA,"227,365.83",NA
1990-02-01,Feb-90,"196,273.00","219,306.00",NA,"83,333.00",NA,NA,NA,NA,"87,186.78",NA,"83,571.07","80,294.00",NA,NA,NA,"208,399.12",NA,"338,333.00",NA,"116,665.83","77,499.00",NA,"187,856.00","186,363.00",NA,"233,655.58","182,630.00",NA,"136,021.27","126,900.00",NA,"124,545.00","180,714.00","300,877.00","102,500.00","236,377.26",NA,"259,668.43","273,100.00","261,607.00",NA,NA,NA,"180,294.00",NA,NA,NA,NA,"84,374.56",NA,"235,760.00",NA,NA,,"144,965.00","211,024.11",NA,NA,NA,NA,"234,739.46",NA
1990-03-01,Mar-90,"194,856.00","225,162.00",NA,"100,000.00",NA,NA,NA,NA,"83,888.50",NA,"88,888.00","87,758.00",NA,NA,NA,"208,134.86",NA,"358,571.00",NA,"111,428.00","85,909.00",NA,"230,555.00","180,000.00",NA,"242,312.50","179,470.00",NA,"135,835.18","127,500.00",NA,"127,017.00","183,701.00","290,151.00","117,692.00","216,010.04",NA,"253,300.99","275,500.00","260,577.00",NA,NA,NA,"178,823.00",NA,NA,NA,NA,"84,210.11",NA,"240,320.00",NA,NA,,"141,132.00","209,286.09",NA,NA,NA,NA,"235,336.50",NA
1990-04-01,Apr-90,"196,111.00","229,333.00",NA,"107,999.60",NA,NA,NA,NA,"85,428.03",NA,"83,499.65","80,323.00",NA,NA,NA,"219,003.99",NA,"359,574.00",NA,"133,332.67","84,285.00",NA,"238,095.00","158,571.00",NA,"239,380.49","200,000.00",NA,"134,629.07","135,500.00",NA,"131,485.00","181,567.00","288,725.00","112,692.00","189,245.54",NA,"217,363.23","274,660.00","255,263.00",NA,NA,NA,"184,117.00",NA,NA,NA,NA,"88,927.68",NA,"230,620.00",NA,NA,,"145,707.00","210,301.59",NA,NA,NA,NA,"233,178.50",NA
1990-05-01,May-90,"195,281.00","232,291.00",NA,"100,000.00",NA,NA,NA,NA,"88,749.13",NA,"79,061.59","86,562.00",NA,NA,NA,"209,065.02",NA,"374,999.00",NA,"138,749.06","100,000.00",NA,"259,375.00","187,692.00",NA,"256,401.38","194,610.00",NA,"140,823.47","138,000.00",NA,"130,538.00","180,794.00","282,626.00","112,778.00","199,325.05",NA,"227,608.90","266,670.00","262,500.00",NA,NA,NA,"185,844.00",NA,NA,NA,NA,"85,999.40",NA,"235,320.00",NA,NA,,"146,060.00","210,147.75",NA,NA,NA,NA,"235,881.36",NA
1990-06-01,Jun-90,"194,410.00","231,250.00",NA,"123,043.33",NA,NA,NA,NA,"87,999.20",NA,"94,545.00","87,499.00",NA,NA,NA,"210,605.90",NA,"394,185.00",NA,"145,999.70","92,000.00",NA,"190,833.00","177,332.00",NA,"244,364.42","187,600.00",NA,"139,951.65","142,000.00",NA,"130,769.00","186,733.00","305,738.00","112,666.00","223,021.33",NA,"269,120.62","276,960.00","238,461.00",NA,NA,NA,"185,333.00",NA,NA,NA,NA,"88,332.50",NA,"242,310.00",NA,NA,,"147,523.00","209,926.86",NA,NA,NA,NA,"240,385.71",NA
1990-07-01,Jul-90,"193,088.00","232,916.00",NA,"113,570.75",NA,NA,NA,NA,"91,346.02",NA,"107,691.92","88,780.00",NA,NA,NA,"225,250.71",NA,"357,291.00",NA,"163,999.80","116,249.00",NA,"196,363.00","184,166.00",NA,"236,108.84","183,890.00",NA,"143,126.61","145,000.00",NA,"131,481.00","185,861.00","296,195.00","106,999.00","213,109.55",NA,"234,261.37","273,600.00","234,722.00",NA,NA,NA,"185,333.00",NA,NA,NA,NA,"94,411.32",NA,"236,920.00",NA,NA,,"144,931.00","208,581.80",NA,NA,NA,NA,"241,503.00",NA
1990-08-01,Aug-90,"192,180.00","228,467.00",NA,"113,332.67",NA,NA,NA,NA,"95,178.05",NA,"94,444.00","86,477.00",NA,NA,NA,"213,478.49",NA,"365,217.00",NA,"143,333.17","97,222.00",NA,"208,823.00","172,499.00",NA,"234,907.66","205,450.00",NA,"143,827.17","142,000.00",NA,"129,601.00","185,639.00","284,523.00","118,076.00","233,726.96",NA,"210,623.35","273,340.00","269,078.00",NA,NA,NA,"180,270.00",NA,NA,NA,NA,"92,083.13",NA,"231,200.00",NA,NA,,"145,204.00","199,723.97",NA,NA,NA,NA,"237,727.08",NA
1990-09-01,Sep-90,"189,979.00","225,000.00",NA,"117,499.13",NA,NA,NA,NA,"92,499.75",NA,"93,999.60","92,812.00",NA,NA,NA,"211,552.00",NA,"337,500.00",NA,"147,499.63","96,999.00",NA,"192,000.00","177,499.00",NA,"226,249.95","189,170.00",NA,"144,070.08","139,000.00",NA,"126,497.00","186,272.00","278,301.00","111,667.00","206,346.23",NA,"214,462.49","258,060.00","256,250.00",NA,NA,NA,"182,308.00",NA,NA,NA,NA,"83,749.63",NA,"239,930.00",NA,NA,,"141,080.00","193,597.35",NA,NA,NA,NA,"225,568.58",NA
1990-10-01,Oct-90,"187,630.00","221,093.00",NA,"127,142.50",NA,NA,NA,NA,"96,891.20",NA,"91,249.88","87,386.00",NA,NA,NA,"207,801.38",NA,"351,851.00",NA,"125,999.70","105,000.00",NA,"192,727.00","197,777.00",NA,"229,611.74","185,710.00",NA,"139,775.12","136,700.00",NA,"126,666.00","179,444.00","272,500.00","122,143.00","174,676.90",NA,"214,053.99","253,470.00","245,833.00",NA,NA,NA,"183,414.00",NA,NA,NA,NA,"90,000.00",NA,"238,220.00",NA,NA,,"141,350.00","199,908.70",NA,NA,NA,NA,"227,917.15",NA
1990-11-01,Nov-90,"192,020.00","226,126.00",NA,"117,999.10",NA,NA,NA,NA,"96,052.03",NA,"88,124.19","87,999.00",NA,NA,NA,"202,716.81",NA,"330,000.00",NA,"148,332.92","106,363.00",NA,"209,091.00","189,090.00",NA,"227,481.41","207,890.00",NA,"141,311.39","135,500.00",NA,"133,596.00","176,980.00","281,249.00","119,705.00","172,781.85",NA,"223,154.36","257,450.00","247,916.00",NA,NA,NA,"178,153.00",NA,NA,NA,NA,"87,999.20",NA,"231,760.00",NA,NA,,"143,282.00","209,053.11",NA,NA,NA,NA,"229,791.48",NA
1990-12-01,Dec-90,"190,375.00","218,161.00",NA,"125,333.07",NA,NA,NA,NA,"87,682.16",NA,"90,555.50","84,259.00",NA,NA,NA,"212,855.46",NA,"325,000.00",NA,"131,999.40","92,500.00",NA,"200,000.00","185,000.00",NA,"228,531.58","184,000.00",NA,"139,513.13","130,000.00",NA,"127,787.00","181,470.00","272,777.00","109,374.00","194,089.51",NA,"228,503.26","254,720.00","239,062.00",NA,NA,NA,"174,615.00",NA,NA,NA,NA,"72,856.86",NA,"234,910.00",NA,NA,,"136,050.00","200,146.63",NA,NA,NA,NA,"222,261.16",NA
1991-01-01,Jan-91,"192,054.00","216,532.00",NA,"118,332.42",NA,NA,NA,NA,"97,856.36",NA,"96,666.00","87,999.00",NA,NA,NA,"197,706.41",NA,"313,461.00",NA,"129,999.50","95,833.00",NA,"209,615.00","168,333.00",NA,"226,792.84","180,000.00",NA,"137,570.79","130,700.00",NA,"131,428.00","182,000.00","270,161.00","108,461.00","206,321.06","328,889.00","213,881.33","247,250.00",NA,NA,NA,NA,"178,461.00",NA,NA,NA,NA,"84,444.00",NA,"225,000.00",NA,NA,,"141,270.00","189,214.34",NA,NA,NA,NA,"225,891.88",NA
1991-02-01,Feb-91,"194,806.00","222,896.00",NA,"121,333.27",NA,NA,NA,NA,"96,666.00",NA,"89,499.05","88,333.00",NA,NA,NA,"199,157.20",NA,"312,500.00",NA,"133,332.67","108,749.00",NA,"222,500.00","170,000.00",NA,"226,397.88","172,730.00",NA,"134,639.47","131,000.00",NA,"130,000.00","178,888.00","270,714.00","110,000.00","203,524.95","285,256.00","219,147.96","243,870.00","253,750.00",NA,NA,NA,"182,857.00",NA,NA,NA,NA,"103,181.66",NA,"228,030.00",NA,NA,,"138,990.00","205,010.33",NA,NA,NA,NA,"226,188.38",NA
1991-03-01,Mar-91,"202,666.00","221,768.00",NA,"122,999.85",NA,NA,NA,NA,"91,363.50",NA,"96,874.31","85,370.00",NA,NA,NA,"207,939.68",NA,"350,000.00",NA,"146,666.33","102,500.00",NA,"193,333.00","165,555.00",NA,"234,876.58","170,910.00",NA,"137,606.56","137,000.00",NA,"134,416.00","183,111.00","268,055.00","112,083.00","190,807.97","317,910.00","248,073.48","248,560.00","244,230.00",NA,NA,NA,"183,469.00",NA,NA,NA,NA,"91,666.50",NA,"223,080.00",NA,NA,,"144,551.00","214,681.41",NA,NA,NA,NA,"229,262.08",NA
1991-04-01,Apr-91,"207,718.00","233,192.00",NA,"118,749.06",NA,NA,NA,NA,"92,499.75",NA,"105,454.27","89,614.00",NA,NA,NA,"213,442.45",NA,"341,666.00",NA,NA,"109,166.00",NA,"235,000.00","185,000.00",NA,"235,077.55","180,000.00",NA,"134,523.76","140,000.00",NA,"133,377.00","183,114.00","279,941.00","120,417.00","196,248.38","319,101.00","276,408.63","262,460.00","242,499.00",NA,NA,NA,"179,195.00",NA,NA,NA,NA,"95,384.08",NA,"230,730.00",NA,NA,,"150,138.00","221,656.07",NA,NA,NA,NA,"231,764.15",NA
1991-05-01,May-91,"211,001.00","239,885.00",NA,"127,894.34",NA,NA,NA,NA,"98,938.50",NA,"105,833.04","89,832.00",NA,NA,NA,"218,891.85",NA,"346,938.00",NA,"136,665.83","100,000.00",NA,"222,580.00","181,000.00",NA,"240,531.92","171,050.00",NA,"139,903.17","139,000.00",NA,"134,810.00","188,732.00","280,319.00","120,000.00","197,628.03","333,474.00","225,076.48","268,780.00","246,527.00",NA,NA,NA,"184,038.00",NA,NA,NA,NA,"92,307.46",NA,"227,360.00",NA,NA,,"147,136.00","221,727.17",NA,NA,NA,NA,"244,493.75",NA
1991-06-01,Jun-91,"206,722.00","229,129.00",NA,"120,714.25",NA,NA,NA,NA,"97,023.11",NA,"102,499.88","91,136.00",NA,NA,NA,"224,055.04",NA,"367,021.00",NA,"134,999.25","103,750.00",NA,"189,230.00","186,666.00",NA,"237,572.95","187,270.00",NA,"141,512.12","136,800.00",NA,"132,513.00","188,509.00","291,666.00","120,000.00","225,433.01","338,938.00","252,992.99","277,450.00","261,538.00",NA,NA,NA,"191,607.00",NA,NA,NA,NA,"90,909.00",NA,"241,180.00",NA,NA,,"145,752.00","222,285.33",NA,NA,NA,NA,"242,687.19",NA
1991-07-01,Jul-91,"206,069.00","234,042.00",NA,"113,570.75",NA,NA,NA,NA,"100,232.55",NA,"110,832.79","94,594.00",NA,NA,NA,"230,028.04",NA,"347,272.00",NA,"141,999.90","104,545.00",NA,"227,778.00","187,272.00",NA,"237,555.39","182,220.00",NA,"145,494.79","140,000.00",NA,"140,294.00","190,000.00","294,339.00","123,500.00","192,916.43","334,183.00","241,405.00","268,200.00","250,000.00",NA,NA,NA,"191,304.00",NA,NA,NA,NA,"93,571.07",NA,"229,230.00",NA,NA,,"145,670.00","226,712.17",NA,NA,NA,NA,"242,132.23",NA
1991-08-01,Aug-91,"200,340.00","231,551.00",NA,"120,499.98",NA,NA,NA,NA,"98,408.25",NA,"103,749.81","95,000.00",NA,NA,NA,"220,857.52",NA,"350,000.00",NA,"144,285.50","112,857.00",NA,"216,071.00","185,384.00",NA,"236,436.79","182,140.00",NA,"147,167.10","139,900.00",NA,"132,409.00","198,522.00","286,499.00","115,999.00","208,609.10","356,185.00","223,946.75","267,250.00","253,409.00",NA,NA,NA,"195,384.00",NA,NA,NA,NA,"90,000.00",NA,"235,380.00",NA,NA,,"147,180.00","216,189.45",NA,NA,NA,NA,"234,387.66",NA
1991-09-01,Sep-91,"197,801.00","224,811.00",NA,"117,856.25",NA,NA,NA,NA,"98,973.46",NA,"93,333.00","94,714.00",NA,NA,NA,"231,449.07",NA,"347,368.00",NA,"140,000.00","101,428.00",NA,"181,667.00","210,000.00",NA,"235,668.04","171,670.00",NA,"150,449.45","135,000.00",NA,"135,063.00","181,046.00","278,921.00","125,000.00","192,589.34","327,118.00","185,123.64","251,220.00","256,731.00",NA,NA,NA,"196,666.00",NA,NA,NA,NA,"100,000.00",NA,"236,140.00",NA,NA,,"146,590.00","208,124.51",NA,NA,NA,NA,"234,009.28",NA
1991-10-01,Oct-91,"196,021.00","221,656.00",NA,"98,332.50",NA,NA,NA,NA,"103,695.47",NA,"110,713.75","92,000.00",NA,NA,NA,"209,255.51",NA,"342,307.00",NA,"113,749.31","96,666.00",NA,"195,624.00","185,000.00",NA,"229,203.16","182,500.00",NA,"143,245.05","135,000.00",NA,"137,631.00","183,088.00","275,862.00","124,500.00","175,512.64","323,750.00","229,466.35","250,000.00","238,888.00",NA,NA,NA,"190,893.00",NA,NA,NA,NA,"89,229.85",NA,"232,540.00",NA,NA,,"145,610.00","209,950.34",NA,NA,NA,NA,"231,508.95",NA
1991-11-01,Nov-91,"194,192.00","221,098.00",NA,"120,624.97",NA,NA,NA,NA,"97,499.25",NA,"104,999.75","92,045.00",NA,NA,NA,"202,237.29",NA,"367,856.00",NA,"180,000.00","103,571.00",NA,"215,000.00","200,000.00",NA,"234,984.28","170,560.00",NA,"147,575.55","130,000.00",NA,"132,325.00","181,639.00","282,608.00","110,455.00","188,412.07","331,666.00","257,453.37","245,980.00","249,218.00",NA,NA,NA,"190,513.00",NA,NA,NA,NA,"98,213.46",NA,"228,070.00",NA,NA,,"145,230.00","209,350.90",NA,NA,NA,NA,"235,117.77",NA
1991-12-01,Dec-91,"199,452.00","228,195.00",NA,"124,545.23",NA,NA,NA,NA,"93,946.97",NA,"94,999.50","89,047.00",NA,NA,NA,"222,829.24",NA,"355,882.00",NA,"141,666.58","98,928.00",NA,"200,000.00","183,333.00",NA,"239,190.37","167,500.00",NA,"138,861.18","135,000.00",NA,"134,469.00","188,817.00","279,310.00","114,285.00","189,331.40","310,606.00","217,757.00","256,250.00","240,972.00",NA,NA,NA,"197,692.00",NA,NA,NA,NA,"91,666.50",NA,"227,220.00",NA,NA,,"146,520.00","211,303.44",NA,NA,NA,NA,"232,915.51",NA
1992-01-01,Jan-92,"196,410.00","212,500.00",NA,"122,307.58",NA,NA,NA,NA,"91,363.50",NA,"103,333.17","85,833.00",NA,NA,NA,"213,951.09",NA,"346,428.00",NA,"131,249.44","108,124.00",NA,"200,000.00","188,571.00",NA,"222,302.18","179,370.00",NA,"142,836.44","134,000.00",NA,"136,021.00","182,978.00","267,262.00","117,999.00","218,777.52","300,000.00","214,115.76","245,060.00","255,000.00",NA,"111,666.08",NA,"193,548.00","114,166.00",NA,NA,NA,"95,999.40",NA,"225,900.00",NA,NA,,"144,790.00","204,851.76",NA,NA,NA,NA,"225,646.89",NA
1992-02-01,Feb-92,"198,220.00","213,194.00",NA,"128,888.44",NA,NA,NA,NA,"99,641.89",NA,"96,110.50","89,249.00",NA,NA,NA,"207,017.98",NA,"293,478.00",NA,"137,999.10","107,142.00",NA,"182,500.00","194,999.00",NA,"220,655.00","173,330.00",NA,"143,202.00","135,000.00",NA,"135,342.00","177,884.00","268,750.00","116,999.00","222,113.71","322,807.00","247,231.60","243,370.00","247,708.00",NA,"74,999.50",NA,"195,806.00","112,857.00",NA,NA,NA,"100,000.00",NA,"221,200.00",NA,NA,,"145,280.00","214,044.24",NA,NA,NA,NA,"229,371.83",NA
1992-03-01,Mar-92,"200,500.00","222,837.00",NA,"115,453.77",NA,NA,NA,NA,"97,570.67",NA,"104,999.75","95,799.00",NA,NA,NA,"218,844.30",NA,"364,062.00",NA,"143,333.17","108,124.00",NA,"216,666.00","200,000.00",NA,"230,395.33","177,500.00",NA,"140,770.06","132,500.00",NA,"134,592.00","187,428.00","272,222.00","111,786.00","175,300.33","326,190.00","249,053.64","251,680.00","247,115.00",NA,"76,249.38",NA,"198,666.00","116,086.00",NA,NA,NA,"102,352.82",NA,"222,340.00",NA,NA,,"148,830.00","217,514.29",NA,NA,NA,NA,"233,111.78",NA
1992-04-01,Apr-92,"198,700.00","226,946.00",NA,"122,692.17",NA,NA,NA,NA,"98,224.98",NA,"110,713.75","91,750.00",NA,NA,NA,"211,762.37",NA,"315,454.00",NA,"144,999.75","100,667.00",NA,"216,304.00","189,285.00",NA,"226,305.42","165,310.00",NA,"137,914.59","133,500.00",NA,"138,428.00","182,727.00","281,418.00","119,444.00","175,157.90","300,000.00","240,990.30","254,670.00","258,593.00",NA,"75,999.40",NA,"198,867.00","115,714.00",NA,NA,NA,"96,666.00",NA,"228,900.00",NA,NA,,"149,190.00","220,183.62",NA,NA,NA,NA,"231,790.68",NA
1992-05-01,May-92,"203,420.00","221,220.00",NA,"117,367.55",NA,NA,NA,NA,"101,636.28",NA,"106,874.66","87,592.00",NA,NA,NA,"204,440.09",NA,"350,000.00",NA,"138,999.05","101,500.00",NA,"191,000.00","185,000.00",NA,"237,872.01","184,740.00",NA,"140,050.88","132,000.00",NA,"136,619.00","190,481.00","277,419.00","125,357.00","180,780.97","324,609.00","227,995.11","267,120.00","243,303.00",NA,"84,999.50",NA,"205,063.00","118,999.00",NA,NA,NA,"98,570.57",NA,"221,100.00",NA,NA,,"146,540.00","217,746.80",NA,NA,NA,NA,"239,576.32",NA
1992-06-01,Jun-92,"199,460.00","229,885.00",NA,"122,608.57",NA,NA,NA,NA,"103,399.83",NA,"112,173.30","87,833.00",NA,NA,NA,"211,278.13",NA,"342,045.00",NA,"120,000.00","102,857.00",NA,"193,500.00","189,090.00",NA,"229,516.11","190,000.00",NA,"144,140.71","133,000.00",NA,"133,521.00","182,937.00","288,207.00","115,909.00","196,843.76","332,692.00","253,103.27","256,010.00","235,000.00",NA,"82,856.86",NA,"207,353.00","119,486.00",NA,NA,NA,"90,000.00",NA,"219,910.00",NA,NA,,"146,990.00","218,198.16",NA,NA,NA,NA,"238,394.76",NA
1992-07-01,Jul-92,"199,150.00","222,153.00",NA,"115,554.78",NA,NA,NA,NA,"99,826.60",NA,"109,999.50","92,353.00",NA,NA,NA,"221,819.56",NA,"350,925.00",NA,"126,666.33","105,000.00",NA,"200,833.00","203,125.00",NA,"225,313.07","176,250.00",NA,"146,234.08","132,000.00",NA,"137,449.00","188,218.00","275,819.00","117,727.00","185,883.35","336,315.00","240,191.93","253,540.00","243,478.00",NA,"101,111.06",NA,"195,686.00","113,600.00",NA,NA,NA,"95,499.45",NA,"234,460.00",NA,NA,,"145,590.00","216,777.08",NA,NA,NA,NA,"241,488.15",NA
1992-08-01,Aug-92,"194,670.00","223,511.00",NA,"111,578.37",NA,NA,NA,NA,"96,963.59",NA,"109,166.21","91,842.00",NA,NA,NA,"212,099.29",NA,"369,736.00",NA,"135,999.20","106,666.00",NA,"188,999.00","185,714.00",NA,"228,781.34","185,000.00",NA,"142,936.83","132,000.00",NA,"134,537.00","178,986.00","279,166.00","112,143.00","183,529.22","320,513.00","248,488.37","242,810.00","225,694.00",NA,"90,000.00",NA,"197,599.00","114,838.00",NA,NA,NA,"100,434.76",NA,"228,400.00",NA,NA,,"147,840.00","208,580.38",NA,NA,NA,NA,"236,351.72",NA
1992-09-01,Sep-92,"195,840.00","219,496.00",NA,"120,588.21",NA,NA,NA,NA,"107,368.05",NA,"111,666.08","97,083.00",NA,NA,NA,"212,738.06",NA,"320,238.00",NA,"111,110.56","99,374.00",NA,"193,333.00","186,666.00",NA,"224,886.29","165,560.00",NA,"146,805.59","131,200.00",NA,"132,948.00","185,909.00","276,666.00","110,556.00","179,841.52","316,316.00","225,047.15","244,750.00","245,237.00",NA,"88,332.50",NA,"198,490.00","115,869.00",NA,NA,NA,"91,666.50",NA,"219,190.00",NA,NA,,"140,770.00","203,014.35",NA,NA,NA,NA,"232,734.00",NA
1992-10-01,Oct-92,"194,000.00","214,925.00",NA,"118,124.09",NA,NA,NA,NA,"104,126.78",NA,"110,832.79","90,588.00",NA,NA,NA,"201,149.08",NA,"333,333.00",NA,"116,665.83","97,777.00",NA,"186,470.00","192,222.00",NA,"221,800.09","169,050.00",NA,"141,658.80","130,000.00",NA,"136,829.00","182,313.00","265,151.00","118,333.00","189,278.70","315,555.00","239,314.51","243,530.00","247,595.00",NA,"90,000.00",NA,"199,761.00","117,825.00",NA,NA,NA,"98,999.10",NA,"214,120.00",NA,NA,,"146,160.00","205,574.54",NA,NA,NA,NA,"232,588.55",NA
1992-11-01,Nov-92,"189,670.00","217,514.00",NA,"127,646.68",NA,NA,NA,NA,"96,606.48",NA,"115,651.39","96,666.00",NA,NA,NA,"207,082.98",NA,"330,909.00",NA,"140,000.00","89,582.00",NA,"187,646.00","188,333.00",NA,"221,393.99","171,250.00",NA,"143,192.86","130,000.00",NA,"136,703.00","181,709.00","258,019.00","115,416.00","177,853.14","323,500.00","217,575.60","239,620.00","234,166.00",NA,"83,333.00",NA,"195,000.00","115,773.00",NA,NA,NA,"96,666.00",NA,"221,340.00",NA,NA,,"146,130.00","216,946.03",NA,NA,NA,NA,"235,575.78",NA
1992-12-01,Dec-92,"193,330.00","222,321.00",NA,"109,499.53",NA,NA,NA,NA,"94,482.31",NA,"105,789.18","92,000.00",NA,NA,NA,"214,005.23",NA,"338,000.00",NA,"137,999.10","110,769.00",NA,"193,333.00","173,749.00",NA,"226,062.60","162,630.00",NA,"138,242.95","132,500.00",NA,"134,562.00","180,571.00","258,807.00","107,499.00","181,857.14","303,571.00","208,607.72","253,130.00","222,825.00",NA,"100,000.00",NA,"201,712.00","113,721.00",NA,NA,NA,"94,499.55",NA,"217,050.00",NA,NA,,"141,180.00","206,924.13",NA,NA,NA,NA,"230,941.29",NA
1993-01-01,Jan-93,"191,670.00","209,583.00",NA,"113,332.67",NA,NA,NA,NA,"94,444.00",NA,"109,999.50","86,071.00",NA,NA,NA,"207,810.47",NA,"310,294.00",NA,"120,000.00","106,999.00",NA,"185,000.00","177,999.00",NA,"213,493.95","174,170.00",NA,"131,548.49","129,200.00",NA,"135,444.00","174,895.00","258,772.00","113,333.00","196,819.88","312,903.00","224,104.46","246,000.00","244,530.00",NA,"79,165.75",NA,"194,411.00","96,818.00",NA,NA,NA,"95,999.40",NA,"203,670.00",NA,NA,,"140,450.00","205,932.49",NA,NA,NA,NA,"232,936.85",NA
1993-02-01,Feb-93,"187,440.00","201,699.00",NA,"113,999.30",NA,NA,NA,NA,"98,999.10",NA,"114,443.72","84,000.00",NA,NA,NA,"195,680.98",NA,"323,333.00",NA,"120,000.00","90,833.00",NA,"209,615.00","188,750.00",NA,"210,185.52","154,610.00",NA,"137,423.50","125,500.00",NA,"135,000.00","176,960.00","251,667.00","114,285.00","179,858.15","310,000.00","256,471.48","242,240.00","243,269.00",NA,"84,999.50",NA,"191,290.00","113,611.00",NA,NA,NA,"109,999.50",NA,"202,660.00",NA,NA,,"142,580.00","204,997.93",NA,NA,NA,NA,"226,437.93",NA
1993-03-01,Mar-93,"189,130.00","216,313.00",NA,"110,999.45",NA,NA,NA,NA,"95,178.05",NA,"104,999.75","85,000.00",NA,NA,NA,"198,013.21",NA,"330,263.00",NA,"123,333.17","87,777.00",NA,"219,642.00","174,999.00",NA,"213,593.10","175,000.00",NA,"136,931.96","130,000.00",NA,"139,422.00","173,481.00","266,101.00","108,333.00","192,204.52","313,855.00","219,074.06","243,510.00","230,921.00",NA,"80,000.00",NA,"190,500.00","116,341.00",NA,NA,NA,"87,306.96",NA,"215,290.00",NA,NA,,"144,060.00","206,555.70",NA,NA,NA,NA,"230,008.38",NA
1993-04-01,Apr-93,"192,600.00","219,999.00",NA,"114,999.25",NA,NA,NA,NA,"96,363.00",NA,"115,713.50","91,458.00",NA,NA,NA,"197,547.38",NA,"315,625.00",NA,"114,544.73","104,285.00",NA,"203,676.00","185,000.00",NA,"207,998.36","160,000.00",NA,"131,011.56","130,000.00",NA,"132,745.00","177,710.00","265,530.00","118,420.00","176,130.46","306,044.00","244,276.23","242,740.00","237,121.00",NA,"94,999.50",NA,"195,365.00","117,096.00",NA,NA,NA,"94,230.35",NA,"213,280.00",NA,NA,,"144,480.00","213,719.21",NA,NA,NA,NA,"226,602.64",NA
1993-05-01,May-93,"188,850.00","219,897.00",NA,"129,166.21",NA,NA,NA,NA,"99,472.74",NA,"117,618.17","91,333.00",NA,NA,NA,"188,159.34",NA,"333,750.00",NA,"134,999.25","97,083.00",NA,"196,428.00","187,777.00",NA,"216,382.73","172,380.00",NA,"139,332.31","131,310.00",NA,"138,022.00","178,787.00","258,846.00","119,614.00","161,560.22","300,000.00","177,855.50","243,450.00","231,060.00",NA,"81,666.50",NA,"201,415.00","110,370.00",NA,NA,NA,"87,332.60",NA,"210,960.00",NA,NA,,"144,170.00","209,050.19",NA,NA,NA,NA,"233,740.89",NA
1993-06-01,Jun-93,"188,650.00","228,279.00",NA,"107,499.63",NA,NA,NA,NA,"94,332.90",NA,"111,817.59","95,767.00",NA,NA,NA,"198,427.66",NA,"354,081.00",NA,"143,333.17","95,000.00",NA,"195,833.00","194,285.00",NA,"214,806.20","170,880.00",NA,"140,434.58","125,600.00",NA,"134,076.00","180,937.00","267,021.00","108,234.00","183,831.24","306,604.00","244,588.53","247,920.00","237,209.00",NA,"102,727.14",NA,"203,731.00","117,045.00",NA,NA,NA,"102,380.83",NA,"223,450.00",NA,NA,,"143,900.00","201,842.82",NA,NA,NA,NA,"238,267.68",NA
1993-07-01,Jul-93,"190,540.00","215,408.00",NA,"114,209.82",NA,NA,NA,NA,"102,499.88",NA,"109,999.50","95,294.00",NA,NA,NA,"209,131.80",NA,"332,291.00",NA,"129,999.50","92,000.00",NA,"218,749.00","187,143.00",NA,"212,721.25","169,120.00",NA,"143,932.01","132,000.00",NA,"139,249.00","176,874.00","259,052.00","115,999.00","187,469.31","296,950.00","230,487.38","256,250.00","240,686.00",NA,"88,999.10",NA,"201,235.00","115,909.00",NA,NA,NA,"90,000.00",NA,"209,600.00",NA,NA,,"141,980.00","208,238.27",NA,NA,NA,NA,"233,733.99",NA
1993-08-01,Aug-93,"189,010.00","223,888.00",NA,"124,761.67",NA,NA,NA,NA,"98,749.13",NA,"107,499.63","89,848.00",NA,NA,NA,"205,318.88",NA,"342,727.00",NA,"154,999.25","95,384.00",NA,"189,285.00","177,332.00",NA,"215,264.23","182,220.00",NA,"140,213.48","126,500.00",NA,"137,130.00","179,624.00","259,052.00","105,000.00","185,600.20","304,255.00","214,666.03","250,630.00","235,606.00",NA,"108,888.44",NA,"199,564.00","118,461.00",NA,NA,NA,"95,499.45",NA,"223,630.00",NA,NA,,"147,780.00","207,131.84",NA,NA,NA,NA,"233,880.54",NA
