Yr-M-D,Mon-Yr,CA,Alameda,Amador,Butte,Calaveras,Contra-Costa,Del Norte,El Dorado,Fresno,Glenn,Humboldt,Kern,Kings,Lake,Lassen,Los Angeles,Madera,Marin,Mariposa,Mendocino,Merced,Mono,Monterey,Napa,Nevada,Orange,Placer,Plumas,Riverside,Sacramento,San Benito,San Bernardino,San Diego,San Francisco,San Joaquin,San Luis Obispo,San Mateo,Santa Barbara,Santa Clara,Santa Cruz,Shasta,Siskiyou,Solano,Sonoma,Stanislaus,Sutter,Tehama,Trinity,Tulare,Tuolumne,Ventura,Yolo,Yuba,,Condo,LA Metro,Central Coast,Central Valley,Far North,Inland Empire,S.F. Bay Area,SoCal
1998-07-01,Jul-98,"210,831.00","267,601.00",NA,"123,599.82",NA,NA,NA,NA,"100,135.13",NA,"120,999.95","90,652.00",NA,"97,499.25",NA,"200,748.53",NA,"458,181.00",NA,"137,142.00","93,571.07",NA,"256,034.00","222,726.82",NA,"264,941.88","178,399.08",NA,"134,727.54","126,750.00",NA,"126,415.03","215,598.00","356,521.00","131,636.00","186,969.35","451,428.00","288,564.13","380,781.00","316,667.00","111,891.30","97,499.25","153,605.88","225,000.00","118,811.00",NA,NA,NA,NA,NA,"241,184.00",NA,NA,,"156,200.00","193,527.77","210,000.00",NA,NA,"132,658.82","315,554.36","89,900.00"
1998-08-01,Aug-98,"207,780.00","263,517.00",NA,"119,392.97",NA,NA,NA,NA,"101,076.87",NA,"120,588.21","95,862.00",NA,"92,499.75",NA,"200,734.81",NA,"422,093.00",NA,"153,332.67","107,499.63",NA,"254,839.00","142,999.85",NA,"272,196.86","186,828.93",NA,"129,311.30","126,000.00",NA,"119,770.17","220,553.00","341,145.00","134,102.00","192,702.07","425,000.00","281,850.75","373,300.00","319,718.00","114,544.73","189,999.50","146,808.17","224,205.00","116,627.00",NA,NA,NA,NA,NA,"242,788.00",NA,NA,,"154,690.00","190,874.69","196,000.00",NA,NA,"126,842.08","304,948.93","89,500.00"
1998-09-01,Sep-98,"202,138.00","257,258.00",NA,"124,545.23",NA,NA,NA,NA,"99,031.35",NA,"113,029.65","88,999.00",NA,"105,555.28",NA,"210,535.85",NA,"456,818.00",NA,NA,"90,555.50",NA,"256,250.00","228,570.86",NA,"263,871.29","177,221.36",NA,"131,599.61","125,285.00",NA,"117,878.35","209,524.00","339,423.00","133,599.00","197,574.88","427,472.00","266,115.35","366,547.00","319,286.00","113,528.74","84,999.50","149,629.15","221,897.00","118,332.00",NA,NA,NA,NA,NA,"239,124.00",NA,NA,,"155,480.00","184,156.22","204,500.00",NA,NA,"127,495.33","305,275.18","92,000.00"
1998-10-01,Oct-98,"194,961.00","261,234.00",NA,"122,068.86",NA,NA,NA,NA,"98,332.50",NA,"125,499.73","89,633.00",NA,"97,499.25",NA,"187,040.00",NA,"436,904.00",NA,"137,999.10","96,874.31",NA,"251,852.00","218,999.62",NA,"258,001.18","177,499.13",NA,"131,163.55","127,340.00",NA,"121,757.61","208,093.00","335,344.00","129,183.00","193,749.31","400,602.00","221,587.83","356,985.00","297,092.00","118,399.08","120,000.00","150,666.13","220,057.00","112,404.00",NA,NA,NA,NA,NA,"231,290.00",NA,NA,,"152,480.00","182,127.47","217,000.00",NA,NA,"127,508.14","301,648.34","87,500.00"
1998-11-01,Nov-98,"197,058.00","253,846.00",NA,"120,689.62",NA,NA,NA,NA,"100,461.52",NA,"132,221.61","94,000.00",NA,"108,999.55",NA,"181,936.56",NA,"438,571.00",NA,"149,999.50","103,333.17",NA,"275,000.00","214,285.43",NA,"258,526.26","177,930.14",NA,"131,689.81","116,135.00",NA,"115,766.55","206,407.00","355,101.00","127,560.00","191,817.59","410,000.00","260,347.10","354,498.00","302,041.00","109,999.50","106,666.33","156,550.90","225,231.00","117,115.00",NA,NA,NA,NA,NA,"231,530.00",NA,NA,,"157,890.00","184,832.59","222,500.00",NA,NA,"123,424.14","301,192.80","92,000.00"
1998-12-01,Dec-98,"198,121.00","253,846.00",NA,"121,499.93",NA,NA,NA,NA,"102,207.68",NA,"119,309.38","87,567.00",NA,"98,332.50",NA,"192,491.37",NA,"417,442.00",NA,"138,749.06","98,332.50",NA,"234,459.00","218,181.45",NA,"266,549.93","180,606.03",NA,"120,999.62","135,137.00",NA,"116,590.11","212,237.00","349,561.00","127,291.00","182,962.81","417,895.00","222,319.45","369,969.00","297,595.00","116,409.44","74,999.50","146,785.38","222,876.00","114,039.00",NA,NA,NA,NA,NA,"231,601.00",NA,NA,,"154,860.00","178,722.81","215,000.00",NA,NA,"120,424.06","308,413.25","89,900.00"
1999-01-01,Jan-99,"202,201.00","248,195.00",NA,"110,499.48",NA,NA,NA,NA,"92,045.25",NA,"124,374.78","99,285.00",NA,"98,999.10",NA,"185,547.10",NA,"445,000.00",NA,"144,285.50","94,285.29",NA,"304,500.00","218,749.63",NA,"255,424.42","189,199.54",NA,"127,189.39","120,000.00","259,374.81","112,137.68","219,323.00","344,303.00","124,600.00","189,999.50","425,000.00","304,336.34","350,000.00","304,000.00","107,332.97","109,999.50","146,399.68","224,350.00","115,226.00",NA,NA,NA,NA,NA,"241,192.00",NA,NA,,"152,330.00","177,801.68","293,000.00",NA,NA,"118,593.28","307,986.03","227,000.00"
1999-02-01,Feb-99,"197,870.00","245,121.00",NA,"125,555.28",NA,NA,NA,NA,"97,199.28",NA,"117,999.10","88,275.00",NA,"94,999.50",NA,"184,902.70",NA,"469,999.00",NA,"180,999.95","90,000.00",NA,"235,000.00","212,499.75",NA,"260,759.28","183,448.10",NA,"123,455.79","125,298.00","232,499.35","115,111.64","208,298.00","340,833.00","131,458.00","202,702.65","450,000.00","219,434.79","353,000.00","338,500.00","103,599.82","120,000.00","150,363.12","232,187.00","98,213.00",NA,NA,NA,NA,NA,"243,616.00",NA,NA,,"164,460.00","186,701.94","285,000.00",NA,NA,"122,471.88","307,461.57","239,900.00"
1999-03-01,Mar-99,"212,330.00","272,404.00",NA,"124,073.87",NA,NA,NA,NA,"96,590.25",NA,"126,666.33","86,612.00",NA,"107,777.39",NA,"181,409.27",NA,"467,441.00",NA,"137,499.13","100,000.00",NA,"261,000.00","233,822.85",NA,"273,730.49","199,332.37",NA,"132,575.67","129,393.00","261,666.43","115,726.42","221,069.00","372,825.00","137,845.00","196,561.67","453,750.00","300,254.63","383,750.00","330,000.00","118,332.42","100,000.00","150,404.89","235,747.00","118,332.00",NA,NA,NA,NA,NA,"249,218.00",NA,NA,,"173,310.00","191,647.50","288,000.00",NA,NA,"126,775.25","336,141.64","254,000.00"
1999-04-01,Apr-99,"216,490.00","290,334.00",NA,"126,428.25",NA,NA,NA,NA,"105,714.00",NA,"107,999.60","88,054.00",NA,"108,332.92",NA,"189,527.71",NA,"526,562.00",NA,"143,333.17","97,915.88",NA,"270,000.00","246,152.92",NA,"270,012.55","184,999.75",NA,"135,943.13","131,576.00","252,499.95","114,557.34","224,781.00","382,473.00","141,400.00","218,032.43","476,500.00","305,044.30","394,875.00","342,000.00","114,499.28","129,999.50","161,249.94","244,642.00","118,979.00",NA,NA,NA,NA,NA,"255,597.00",NA,NA,,"164,140.00","197,714.78","302,500.00",NA,NA,"128,194.37","345,251.41","249,900.00"
1999-05-01,May-99,"220,410.00","301,751.00",NA,"121,111.06",NA,NA,NA,NA,"104,117.44",NA,"118,619.76","89,890.00",NA,"96,153.23",NA,"184,558.08",NA,"553,571.00",NA,"147,999.60","104,073.87",NA,"267,500.00","235,713.57",NA,"275,250.75","185,384.35",NA,"132,275.42","131,370.00","244,826.69","122,622.55","229,222.00","387,999.00","127,907.00","206,481.35","490,000.00","250,588.24","395,000.00","349,000.00","111,052.08","106,666.33","159,057.87","249,144.00","119,056.00",NA,NA,NA,NA,NA,"260,952.00",NA,NA,,"166,120.00","198,501.44","301,000.00",NA,NA,"130,302.82","352,499.48","252,500.00"
1999-06-01,Jun-99,"224,678.00","313,474.00",NA,"128,749.56",NA,NA,NA,NA,"105,714.00",NA,"124,210.32","93,166.00",NA,"107,777.39",NA,"204,440.69",NA,"532,738.00",NA,"131,249.44","107,856.75",NA,"269,750.00","251,315.76",NA,"282,647.75","201,351.32",NA,"138,817.31","132,135.00","282,811.84","119,324.98","237,415.00","431,579.00","131,500.00","227,726.72","510,000.00","273,775.46","410,000.00","362,500.00","119,309.38","126,666.33","165,692.02","260,126.00","119,108.00",NA,NA,NA,NA,NA,"241,453.00",NA,NA,,"170,200.00","201,302.39","325,000.00",NA,NA,"131,911.51","367,105.53","257,000.00"
1999-07-01,Jul-99,"220,529.00","313,182.00",NA,"125,237.83",NA,NA,NA,NA,"100,642.17",NA,"130,332.82","93,103.00",NA,"110,999.45",NA,"206,164.62",NA,"544,753.00",NA,"157,499.13","111,666.08",NA,"329,000.00","300,000.00",NA,"279,442.38","200,632.90",NA,"148,391.78","131,367.00","268,332.97","120,712.83","233,595.00","410,145.00","137,187.00","210,886.88","500,000.00","273,552.40","409,000.00","353,000.00","113,589.06","106,249.69","160,892.81","256,183.00","121,770.00",NA,NA,NA,NA,NA,"268,309.00",NA,NA,,"169,170.00","198,278.74","330,000.00",NA,NA,"135,548.07","363,406.19","245,000.00"
1999-08-01,Aug-99,"224,195.00","313,481.00",NA,"120,645.13",NA,NA,NA,NA,"99,238.21",NA,"121,304.28","89,761.00",NA,"117,057.97",NA,"205,611.05",NA,"545,454.00",NA,"161,999.90","99,443.50",NA,"288,000.00","248,483.88",NA,"283,227.18","193,999.30",NA,"144,127.70","133,231.00","253,124.94","118,066.08","243,508.00","398,112.00","137,423.00","228,408.52","479,900.00","227,250.43","415,000.00","366,950.00","113,957.64","127,142.50","161,285.65","259,091.00","123,936.00",NA,NA,NA,NA,NA,"275,403.00",NA,NA,,"169,980.00","198,462.92","327,000.00",NA,NA,"133,751.84","359,376.81","249,000.00"
1999-09-01,Sep-99,"218,713.00","285,163.00",NA,"123,809.33",NA,NA,NA,NA,"99,544.50",NA,"131,363.07","88,499.00",NA,"112,499.38",NA,"220,873.29",NA,"491,509.00",NA,"137,999.10","101,818.09",NA,"314,500.00","269,230.38",NA,"280,881.74","193,408.42",NA,"146,454.70","135,975.00","270,312.09","120,002.65","238,531.00","396,874.00","132,571.00","217,552.84","460,000.00","337,509.61","411,500.00","376,000.00","114,116.94","108,749.56","160,937.45","260,277.00","122,564.00",NA,NA,NA,NA,NA,"258,125.00",NA,NA,,"170,300.00","195,942.08","340,250.00",NA,NA,"136,536.01","352,872.14","245,000.00"
1999-10-01,Oct-99,"215,822.00","312,879.00",NA,"133,870.27",NA,NA,NA,NA,"97,142.14",NA,"120,499.98","81,500.00",NA,"110,666.13",NA,"191,883.64",NA,"544,520.00",NA,"149,999.50","112,499.38",NA,"337,000.00","259,999.80",NA,"276,405.72","197,036.19",NA,"142,367.95","131,481.00","277,380.40","115,787.55","234,933.00","387,984.00","139,031.00","235,554.84","479,000.00","296,927.31","395,000.00","346,625.00","117,776.89","106,666.33","163,461.37","255,000.00","117,864.00",NA,NA,NA,NA,NA,"264,695.00",NA,NA,,"163,690.00","191,549.03","329,000.00",NA,NA,"129,691.01","358,007.39","240,000.00"
1999-11-01,Nov-99,"218,537.00","302,842.00",NA,"127,332.97",NA,NA,NA,NA,"100,000.00",NA,"131,999.40","87,618.00",NA,"113,332.67",NA,"188,348.31",NA,"531,780.00",NA,"162,499.88","102,727.14",NA,"320,000.00","281,817.55",NA,"284,027.10","201,811.56",NA,"146,714.79","134,438.00","273,999.52","115,724.06","236,538.00","426,530.00","144,286.00","219,317.80","463,500.00","347,129.12","416,450.00","350,000.00","112,940.53","100,000.00","167,817.79","265,882.00","125,312.00",NA,NA,NA,NA,NA,"253,883.00",NA,NA,,"171,440.00","195,467.40","338,000.00",NA,NA,"132,032.77","354,235.61","249,000.00"
1999-12-01,Dec-99,"225,264.00","292,804.00",NA,"126,071.13",NA,NA,NA,NA,"100,735.26",NA,"124,761.67","81,818.00",NA,"112,307.08",NA,"197,781.50",NA,"571,428.00",NA,"142,857.00","112,499.38",NA,"278,000.00","289,999.20",NA,"284,859.55","209,615.19",NA,"136,326.43","132,652.00","270,454.14","113,923.06","238,765.00","434,091.00","137,842.00","217,307.35","488,000.00","341,300.93","425,000.00","375,000.00","110,322.06","100,000.00","162,452.71","262,353.00","122,463.00",NA,NA,NA,NA,NA,"266,193.00",NA,NA,,"170,250.00","189,285.56","329,000.00",NA,NA,"126,939.58","357,885.33","243,750.00"
2000-01-01,Jan-00,"226,870.00","323,795.00",NA,"120,000.00",NA,NA,NA,NA,"104,999.75",NA,"112,380.33","94,565.00",NA,"94,999.50",NA,"200,054.81",NA,"595,588.00",NA,"152,499.38","98,888.00",NA,"320,000.00","270,832.92",NA,"290,673.79","197,726.39",NA,"147,297.54","132,317.00","335,713.93","117,881.30","251,212.00","420,213.00","139,729.00","232,499.35","534,500.00","395,214.79","435,000.00","370,000.00","112,307.08","104,999.75","167,560.60","270,652.00","116,140.00",NA,NA,NA,NA,NA,"273,958.00",NA,NA,,"173,280.00","196,183.41","340,000.00",NA,NA,"132,471.28","377,046.01","225,000.00"
2000-02-01,Feb-00,"227,155.00","327,747.00",NA,"113,076.27",NA,NA,NA,NA,"91,874.81",NA,"127,199.64","83,125.00",NA,"136,665.83",NA,"194,813.51",NA,"645,220.00",NA,"141,999.90","106,249.69",NA,"355,000.00","269,999.60",NA,"297,649.42","199,284.75",NA,"152,576.85","129,354.00","300,000.00","108,999.56","245,914.00","458,999.00","147,179.00","239,284.93","533,000.00","373,958.90","463,250.00","415,000.00","116,450.79","133,332.67","171,332.77","279,591.00","121,000.00",NA,NA,NA,NA,NA,"270,723.00",NA,NA,,"173,780.00","203,045.24","378,000.00",NA,NA,"133,577.03","388,191.73","226,000.00"
2000-03-01,Mar-00,"233,138.00","348,034.00",NA,"129,654.69",NA,NA,NA,NA,"95,945.35",NA,"124,642.63","93,600.00",NA,"117,691.42",NA,"190,354.06",NA,"644,480.00",NA,"166,999.65","104,166.46",NA,"363,750.00","297,057.88",NA,"302,709.76","215,947.96",NA,"146,922.08","135,284.00","294,696.08","113,346.12","256,985.00","482,786.00","147,058.00","246,077.51","624,444.00","348,121.69","522,000.00","437,000.00","116,249.19","100,000.00","184,418.38","284,473.00","122,250.00",NA,NA,NA,NA,NA,"287,029.00",NA,NA,,"176,500.00","208,919.83","380,700.00",NA,NA,"132,415.96","422,563.19","231,500.00"
2000-04-01,Apr-00,"237,057.00","371,064.00",NA,"124,399.78",NA,NA,NA,NA,"101,142.80",NA,"122,999.85","88,928.00",NA,"118,887.94",NA,"197,372.01",NA,"634,656.00",NA,"181,999.90","98,999.10",NA,"375,000.00","284,374.31",NA,"317,235.02","228,076.36",NA,"144,393.52","138,234.00","315,384.46","117,488.07","260,625.00","538,732.00","156,326.00","257,142.71","650,000.00","307,144.39","555,444.00","425,000.00","117,142.00","108,571.00","180,545.43","292,696.00","124,800.00",NA,NA,NA,NA,NA,"304,819.00",NA,NA,,"182,680.00","214,817.24","379,750.00",NA,NA,"133,344.27","445,103.00","235,000.00"
2000-05-01,May-00,"240,467.00","369,383.00",NA,"130,666.13",NA,NA,NA,NA,"103,780.30",NA,"129,199.54","76,533.00",NA,"117,691.42",NA,"184,575.69",NA,"675,403.00",NA,"152,499.38","96,666.00",NA,"340,000.00","317,741.76",NA,"324,187.79","224,450.06",NA,"158,249.02","142,407.00","359,999.40","115,625.96","276,651.00","549,157.00","151,922.00","240,177.77","650,000.00","333,899.79","528,000.00","462,500.00","113,054.90","91,249.88","191,128.48","318,981.00","129,638.00",NA,NA,NA,NA,NA,"288,775.00",NA,NA,,"183,710.00","212,702.56","400,000.00",NA,NA,"138,992.07","444,899.90","234,500.00"
2000-06-01,Jun-00,"243,102.00","391,288.00",NA,"133,332.67",NA,NA,NA,NA,"105,624.72",NA,"121,428.50","88,461.00",NA,"121,052.58",NA,"218,166.23",NA,"638,297.00",NA,"173,999.30","107,499.63",NA,"330,000.00","297,221.28",NA,"323,648.41","219,932.03",NA,"154,360.40","145,424.00","348,570.94","118,078.44","271,920.00","576,823.00","157,803.00","249,656.54","575,000.00","329,346.49","540,000.00","420,000.00","123,437.33","109,999.50","195,150.76","338,194.00","133,129.00",NA,NA,NA,NA,NA,"322,514.00",NA,NA,,"186,390.00","222,597.53","365,000.00",NA,NA,"139,775.86","450,784.83","245,000.00"
2000-07-01,Jul-00,"242,097.00","372,433.00",NA,"140,952.33",NA,NA,NA,NA,"98,584.05",NA,"133,570.75","93,414.00",NA,"124,999.75",NA,"224,681.34",NA,"647,727.00",NA,"171,666.08","113,076.27",NA,"350,000.00","298,332.37",NA,"318,267.04","219,256.37",NA,"155,635.65","149,116.00","336,110.75","117,820.52","271,755.00","489,024.00","163,000.00","252,325.53","595,000.00","261,261.03","545,000.00","475,500.00","118,332.42","98,332.50","196,490.40","318,333.00","134,361.00",NA,NA,NA,NA,NA,"297,540.00",NA,NA,,"186,480.00","217,131.41","390,250.00",NA,NA,"138,741.46","442,082.40","235,000.00"
2000-08-01,Aug-00,"254,686.00","359,120.00",NA,"138,332.42",NA,NA,NA,NA,"111,133.46",NA,"136,427.75","92,894.00",NA,"128,181.41",NA,"233,350.66",NA,"632,978.00",NA,"165,714.00","113,999.30",NA,"309,000.00","295,832.42",NA,"324,695.41","227,221.68",NA,"162,583.71","149,339.00","373,808.79","121,522.36","276,982.00","523,196.00","158,607.00","269,607.45","602,000.00","333,442.38","520,000.00","454,500.00","125,714.00","96,666.00","203,305.72","328,214.00","140,602.00",NA,NA,NA,NA,NA,"297,395.00",NA,NA,,"195,630.00","223,884.94","359,750.00",NA,NA,"142,146.69","440,086.64","250,000.00"
2000-09-01,Sep-00,"246,533.00","361,250.00",NA,"136,537.63",NA,NA,NA,NA,"108,168.61",NA,"132,916.02","94,242.00",NA,"140,000.00",NA,"245,859.94",NA,"626,811.00",NA,"177,499.13","110,832.79",NA,"324,000.00","334,090.57",NA,"326,737.18","223,275.40",NA,"163,774.33","149,967.00","344,999.55","124,740.79","268,363.00","479,729.00","171,922.00","279,786.64","586,000.00","252,066.04","500,000.00","466,500.00","116,729.93","116,665.83","202,083.29","344,444.00","137,078.00",NA,NA,NA,NA,NA,"297,088.00",NA,NA,,"195,310.00","219,172.72","390,000.00",NA,NA,"145,214.46","431,832.14","240,000.00"
2000-10-01,Oct-00,"251,217.00","393,343.00",NA,"148,181.41",NA,NA,NA,NA,"118,643.14",NA,"136,450.79","93,571.00",NA,"123,571.25",NA,"216,144.60",NA,"638,157.00",NA,"184,999.75","125,262.89",NA,"382,000.00","314,814.67",NA,"321,810.48","231,848.68",NA,"162,780.21","149,878.00","379,165.88","127,600.02","279,058.00","513,095.00","168,792.00","279,166.08","620,000.00","249,285.77","526,950.00","457,000.00","124,374.78","111,999.40","208,863.46","334,252.00","138,782.00",NA,NA,NA,NA,NA,"303,395.00",NA,NA,,"198,660.00","216,527.49","402,500.00",NA,NA,"145,134.94","447,458.88","239,900.00"
2000-11-01,Nov-00,"250,662.00","406,364.00",NA,"136,249.19",NA,NA,NA,NA,"104,531.02",NA,"139,165.71","88,139.00",NA,"131,052.08",NA,"213,118.97",NA,"660,156.00",NA,"147,499.63","109,999.50",NA,"340,000.00","322,916.44",NA,"316,773.34","237,856.39",NA,"170,758.15","152,972.00","355,555.00","121,206.29","280,492.00","558,219.00","184,047.00","265,555.24","585,000.00","420,560.66","548,250.00","450,000.00","123,636.18","147,999.60","208,219.01","347,345.00","141,549.00",NA,NA,NA,NA,NA,"293,370.00",NA,NA,,"197,710.00","219,776.01","397,000.00",NA,NA,"145,253.41","464,236.26","241,500.00"
2000-12-01,Dec-00,"248,354.00","410,952.00",NA,"148,094.83",NA,NA,NA,NA,"106,202.22",NA,"133,635.68","90,694.00",NA,"134,999.25",NA,"221,339.91",NA,"658,653.00",NA,"167,499.63","121,666.58",NA,"366,500.00","300,000.00",NA,"322,046.19","235,832.62",NA,"162,606.60","149,827.00","365,713.63","118,964.50","278,906.00","551,948.00","172,727.00","268,381.99","625,000.00","298,638.69","535,000.00","477,000.00","121,428.50","120,000.00","208,853.99","335,416.00","146,718.00",NA,NA,NA,NA,NA,"298,450.00",NA,NA,,"190,240.00","214,422.04","415,000.00",NA,NA,"141,016.97","452,395.85","231,500.00"
2001-01-01,Jan-01,"244,112.00","391,303.00",NA,"142,222.11","188,571.00",NA,NA,NA,"101,199.94",NA,"137,332.47","85,952.00",NA,"114,443.72",NA,"213,795.57",NA,"662,878.00",NA,"180,000.00","123,749.81",NA,"352,000.00","335,293.76","229,166.08","326,470.32","241,802.44",NA,"155,660.24","152,052.00","365,516.59","113,862.80","282,176.00","564,453.00","185,135.00","280,624.39","649,950.00","379,052.08","574,000.00","467,880.00","122,285.60","92,499.75","211,956.28","339,473.00","140,968.00",NA,NA,NA,NA,NA,"289,285.00",NA,NA,,"197,920.00","214,430.74","397,600.00",NA,NA,"134,285.72","453,991.48","233,050.00"
2001-02-01,Feb-01,"241,693.00","400,962.00",NA,"142,307.58","197,499.13",NA,NA,NA,"102,908.95",NA,"139,089.95","96,499.00",NA,"137,142.00",NA,"213,683.72",NA,"668,749.00",NA,"154,999.25","131,999.40",NA,"358,950.00","301,923.06","220,237.69","328,903.82","241,665.83",NA,"161,845.60","163,600.00","377,499.23","118,118.33","285,922.00","573,529.00","187,575.00","294,374.11","671,000.00","360,603.35","552,000.00","480,000.00","122,499.88","109,999.50","223,287.21","375,268.00","149,677.00",NA,NA,NA,NA,NA,"289,499.00",NA,NA,,"198,470.00","221,302.89","410,000.00",NA,NA,"141,638.52","466,938.11","238,000.00"
2001-03-01,Mar-01,"257,548.00","421,542.00",NA,"149,166.21","176,665.83",NA,NA,NA,"112,257.45",NA,"134,499.28","95,238.00",NA,"132,499.38",NA,"216,503.65",NA,"662,499.00",NA,"175,999.20","122,142.75",NA,"335,000.00","314,999.85","238,888.11","346,730.00","255,384.51",NA,"164,951.07","166,875.00","361,764.09","127,226.03","285,534.00","581,395.00","189,354.00","286,922.34","612,500.00","357,942.73","565,000.00","499,000.00","132,618.42","92,499.75","229,278.69","361,654.00","155,692.00",NA,NA,NA,NA,NA,"299,050.00",NA,NA,,"207,620.00","230,830.79","400,000.00",NA,NA,"145,361.57","473,912.30","257,000.00"
2001-04-01,Apr-01,"255,310.00","426,373.00",NA,"141,578.87","183,333.17",NA,NA,NA,"117,499.13",NA,"142,857.00","101,875.00",NA,"140,000.00",NA,"213,627.77",NA,"726,851.00",NA,"197,499.13","127,142.50",NA,"340,000.00","325,999.74","262,499.75","348,413.54","263,020.57",NA,"171,052.36","172,235.00","367,390.63","127,434.00","300,938.00","593,160.00","197,948.00","278,377.81","595,000.00","384,062.00","525,500.00","530,000.00","131,332.77","98,332.50","240,089.29","347,014.00","154,999.00",NA,NA,NA,NA,NA,"300,641.00",NA,NA,,"198,620.00","229,638.29","402,500.00",NA,NA,"152,497.68","463,206.92","251,000.00"
2001-05-01,May-01,"255,857.00","394,444.00",NA,"149,599.52","187,499.63",NA,NA,NA,"116,978.32",NA,"135,277.01","99,305.00",NA,"147,691.92",NA,"212,273.53",NA,"671,874.00",NA,"204,999.90","121,428.50",NA,"352,500.00","355,262.61","242,423.39","355,042.68","243,180.95",NA,"179,846.59","172,235.00","379,410.97","130,446.43","293,312.00","557,243.00","186,666.00","274,999.50","589,000.00","300,760.80","532,000.00","505,000.00","134,892.87","140,000.00","235,687.69","361,458.00","160,000.00",NA,NA,NA,NA,NA,"317,677.00",NA,NA,,"204,050.00","234,764.66","435,000.00",NA,NA,"158,168.74","461,368.73","259,000.00"
2001-06-01,Jun-01,"267,412.00","405,389.00",NA,"153,635.68","187,999.60",NA,NA,NA,"117,639.57",NA,"140,454.52","99,599.00",NA,"138,665.73",NA,"244,664.43",NA,"685,810.00",NA,"252,272.68","141,999.90",NA,"340,000.00","329,031.97","266,176.15","355,251.55","257,421.73",NA,"184,445.92","179,270.00","355,262.61","133,956.42","301,185.00","555,435.00","196,481.00","299,527.31","584,500.00","346,394.71","547,500.00","473,500.00","131,399.43","129,999.50","240,583.60","362,654.00","165,294.00",NA,NA,NA,NA,NA,"323,770.00",NA,NA,,"205,710.00","243,526.23","384,500.00",NA,NA,"162,103.11","473,138.80","269,900.00"
2001-07-01,Jul-01,"267,517.00","404,872.00",NA,"154,374.28","252,499.95",NA,NA,NA,"126,752.91",NA,"151,332.77","102,763.00",NA,"135,832.54",NA,"252,019.96",NA,"687,499.00",NA,"233,332.67","131,428.00",NA,"375,000.00","304,761.86","256,249.88","359,109.88","243,975.02",NA,"178,279.43","177,017.00","365,383.96","134,592.98","308,696.00","556,930.00","188,571.00","298,436.53","591,000.00","441,565.80","525,000.00","522,500.00","135,453.77","124,999.75","244,159.70","366,399.00","167,470.00",NA,NA,NA,NA,NA,"338,554.00",NA,NA,,"205,880.00","243,692.80","449,000.00",NA,NA,"159,341.26","468,330.76","270,875.00"
2001-08-01,Aug-01,"282,421.00","408,836.00",NA,"153,102.79","184,999.75",NA,NA,NA,"122,715.91",NA,"142,083.23","110,515.00",NA,"151,666.08",NA,"254,947.11",NA,"682,064.00",NA,"213,888.61","139,229.81",NA,"350,000.00","342,646.63","263,970.31","367,694.54","270,832.92",NA,"181,035.39","177,911.00","349,999.50","132,460.87","313,389.00","536,765.00","199,244.00","284,820.73","575,000.00","417,598.58","510,000.00","472,500.00","132,406.79","125,555.28","245,128.97","351,874.00","163,708.00",NA,NA,NA,NA,NA,"343,049.00",NA,NA,,"202,720.00","245,718.39","399,000.00",NA,NA,"160,652.43","462,572.76","276,000.00"
2001-09-01,Sep-01,"275,624.00","385,210.00",NA,"158,635.43","175,999.20",NA,NA,NA,"129,866.17",NA,"145,714.00","101,884.00",NA,"134,999.25",NA,"276,206.13",NA,"672,101.00",NA,"182,499.88","132,940.53",NA,"380,000.00","384,090.07","262,837.58","356,230.44","260,184.98",NA,"195,096.93","174,398.00","388,094.36","131,103.66","314,646.00","519,578.00","190,399.00","302,419.33","571,000.00","302,479.30","500,000.00","470,000.00","135,150.76","100,000.00","244,564.33","356,164.00","169,833.00",NA,NA,NA,NA,NA,"343,662.00",NA,NA,,"207,350.00","249,426.99","425,000.00",NA,NA,"166,653.34","449,405.05","272,500.00"
2001-10-01,Oct-01,"263,020.00","388,753.00",NA,"149,374.53","196,665.83",NA,NA,NA,"124,626.63",NA,"145,714.00","105,901.00",NA,"138,887.94",NA,"244,995.15",NA,"639,344.00",NA,"227,082.79","138,822.59",NA,"345,000.00","324,999.75","239,422.29","356,687.85","255,208.23",NA,"178,825.20","175,513.00","369,999.30","133,784.82","294,246.00","515,060.00","194,249.00","295,832.42","582,000.00","317,977.74","480,000.00","475,000.00","134,826.84","132,307.08","237,194.38","356,818.00","170,123.00",NA,NA,NA,NA,NA,"329,444.00",NA,NA,,"204,330.00","237,772.96","390,000.00",NA,NA,"157,460.97","441,176.06","260,000.00"
2001-11-01,Nov-01,"270,210.00","389,887.00",NA,"154,799.26","188,571.00",NA,NA,NA,"130,689.12",NA,"154,544.73","101,786.00",NA,"147,777.39",NA,"239,008.32",NA,"648,333.00",NA,"169,999.50","149,374.53",NA,"350,000.00","371,427.86","257,894.58","356,335.05","262,221.98",NA,"187,219.81","177,342.00","358,695.07","138,922.32","298,057.00","550,324.00","200,806.00","309,574.37","569,500.00","310,679.86","498,800.00","490,000.00","136,570.60","129,999.50","233,513.82","355,468.00","164,545.00",NA,NA,NA,NA,NA,"341,562.00",NA,NA,,"206,410.00","243,376.32","399,000.00",NA,NA,"162,736.49","452,262.85","269,000.00"
